Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
145130,Google Phone,1,600.0,NA,NA
145131,ThinkPad Laptop,1,999.99,NA,NA
145132,AAA Batteries (4-pack),1,2.99,NA,NA
145133,Bose SoundSport Headphones,1,99.99,NA,NA
145134,Apple Airpods Headphones,1,150.0,NA,NA
145135,27in FHD Monitor,1,149.99,NA,NA
145136,AAA Batteries (4-pack),1,2.99,NA,NA
145137,Lightning Charging Cable,1,14.95,NA,NA
145138,AA Batteries (4-pack),1,3.84,NA,NA
145139,Bose SoundSport Headphones,1,99.99,NA,NA
145140,USB-C Charging Cable,1,11.95,NA,NA
145141,AA Batteries (4-pack),1,3.84,NA,NA
145142,Macbook Pro Laptop,1,1700.0,NA,NA
145143,USB-C Charging Cable,1,11.95,NA,NA
145144,Bose SoundSport Headphones,1,99.99,NA,NA
145145,Wired Headphones,1,11.99,NA,NA
145146,USB-C Charging Cable,1,11.95,NA,NA
145147,AA Batteries (4-pack),1,3.84,NA,NA
145148,34in Ultrawide Monitor,1,379.99,NA,NA
145149,USB-C Charging Cable,1,11.95,NA,NA
145150,Bose SoundSport Headphones,1,99.99,NA,NA
145151,27in 4K Gaming Monitor,1,389.99,NA,NA
145152,AAA Batteries (4-pack),1,2.99,NA,NA
145153,Lightning Charging Cable,1,14.95,NA,NA
145154,Apple Airpods Headphones,1,150.0,NA,NA
145155,AA Batteries (4-pack),1,3.84,NA,NA
145156,USB-C Charging Cable,1,11.95,NA,NA
145157,Apple Airpods Headphones,1,150.0,NA,NA
145158,AA Batteries (4-pack),1,3.84,NA,NA
145159,AAA Batteries (4-pack),1,2.99,NA,NA
145160,AA Batteries (4-pack),1,3.84,NA,NA
145161,Apple Airpods Headphones,1,150.0,NA,NA
145162,AA Batteries (4-pack),1,3.84,NA,NA
145163,AAA Batteries (4-pack),1,2.99,NA,NA
145164,USB-C Charging Cable,1,11.95,NA,NA
145165,Apple Airpods Headphones,1,150.0,NA,NA
145166,AAA Batteries (4-pack),1,2.99,NA,NA
145167,USB-C Charging Cable,1,11.95,NA,NA
145168,iPhone,1,700.0,NA,NA
145169,iPhone,1,700.0,NA,NA
145170,Macbook Pro Laptop,1,1700.0,NA,NA
145171,Google Phone,1,600.0,NA,NA
145172,Bose SoundSport Headphones,1,99.99,NA,NA
145173,USB-C Charging Cable,1,11.95,NA,NA
145174,Apple Airpods Headphones,1,150.0,NA,NA
145175,Lightning Charging Cable,1,14.95,NA,NA
145176,AAA Batteries (4-pack),1,2.99,NA,NA
145177,27in FHD Monitor,1,149.99,NA,NA
145178,Lightning Charging Cable,1,14.95,NA,NA
145179,USB-C Charging Cable,1,11.95,NA,NA
145180,Vareebadd Phone,1,400.0,NA,NA
145181,AA Batteries (4-pack),1,3.84,NA,NA
145182,Google Phone,1,600.0,NA,NA
145183,USB-C Charging Cable,1,11.95,NA,NA
145184,AA Batteries (4-pack),1,3.84,NA,NA
145185,Wired Headphones,1,11.99,NA,NA
145186,USB-C Charging Cable,1,11.95,NA,NA
145187,USB-C Charging Cable,1,11.95,NA,NA
145188,Lightning Charging Cable,1,14.95,NA,NA
145189,iPhone,1,700.0,NA,NA
145190,USB-C Charging Cable,1,11.95,NA,NA
145191,Lightning Charging Cable,1,14.95,NA,NA
145192,Bose SoundSport Headphones,1,99.99,NA,NA
145193,iPhone,1,700.0,NA,NA
145194,AA Batteries (4-pack),1,3.84,NA,NA
145195,Apple Airpods Headphones,1,150.0,NA,NA
145196,iPhone,1,700.0,NA,NA
145197,Macbook Pro Laptop,1,1700.0,NA,NA
145198,27in FHD Monitor,1,149.99,NA,NA
145199,27in 4K Gaming Monitor,1,389.99,NA,NA
145200,Lightning Charging Cable,1,14.95,NA,NA
145201,Wired Headphones,1,11.99,NA,NA
145202,Lightning Charging Cable,1,14.95,NA,NA
145203,20in Monitor,1,109.99,NA,NA
145204,34in Ultrawide Monitor,1,379.99,NA,NA
145205,USB-C Charging Cable,1,11.95,NA,NA
145206,AAA Batteries (4-pack),1,2.99,NA,NA
145207,Apple Airpods Headphones,1,150.0,NA,NA
145208,Wired Headphones,1,11.99,NA,NA
145209,AA Batteries (4-pack),1,3.84,NA,NA
145210,Wired Headphones,1,11.99,NA,NA
145211,Apple Airpods Headphones,1,150.0,NA,NA
145212,AAA Batteries (4-pack),1,2.99,NA,NA
145213,USB-C Charging Cable,1,11.95,NA,NA
145214,Wired Headphones,1,11.99,NA,NA
145215,Flatscreen TV,1,300.0,NA,NA
145216,Bose SoundSport Headphones,1,99.99,NA,NA
145217,USB-C Charging Cable,1,11.95,NA,NA
145218,Flatscreen TV,1,300.0,NA,NA
145219,Bose SoundSport Headphones,1,99.99,NA,NA
145220,27in FHD Monitor,1,149.99,NA,NA
145221,27in 4K Gaming Monitor,1,389.99,NA,NA
145222,Macbook Pro Laptop,1,1700.0,NA,NA
145223,USB-C Charging Cable,1,11.95,NA,NA
145224,Lightning Charging Cable,1,14.95,NA,NA
145225,Wired Headphones,1,11.99,NA,NA
145226,AA Batteries (4-pack),1,3.84,NA,NA
145227,Flatscreen TV,1,300.0,NA,NA
145228,Google Phone,1,600.0,NA,NA
145229,Google Phone,1,600.0,NA,NA
145230,iPhone,1,700.0,NA,NA
145231,Wired Headphones,1,11.99,NA,NA
145232,AAA Batteries (4-pack),1,2.99,NA,NA
145233,Google Phone,1,600.0,NA,NA
145234,USB-C Charging Cable,1,11.95,NA,NA
145235,AAA Batteries (4-pack),1,2.99,NA,NA
145236,Lightning Charging Cable,1,14.95,NA,NA
145237,Lightning Charging Cable,1,14.95,NA,NA
145238,27in FHD Monitor,1,149.99,NA,NA
145239,Wired Headphones,1,11.99,NA,NA
145240,Lightning Charging Cable,1,14.95,NA,NA
145241,20in Monitor,1,109.99,NA,NA
145242,AAA Batteries (4-pack),1,2.99,NA,NA
145243,Wired Headphones,1,11.99,NA,NA
145244,Apple Airpods Headphones,1,150.0,NA,NA
145245,AAA Batteries (4-pack),1,2.99,NA,NA
145246,USB-C Charging Cable,1,11.95,NA,NA
145247,AAA Batteries (4-pack),1,2.99,NA,NA
145248,Macbook Pro Laptop,1,1700.0,NA,NA
145249,AAA Batteries (4-pack),1,2.99,NA,NA
145250,Lightning Charging Cable,1,14.95,NA,NA
145251,Flatscreen TV,1,300.0,NA,NA
145252,AAA Batteries (4-pack),1,2.99,NA,NA
145253,Wired Headphones,1,11.99,NA,NA
145254,AAA Batteries (4-pack),1,2.99,NA,NA
145255,Bose SoundSport Headphones,1,99.99,NA,NA
145256,USB-C Charging Cable,1,11.95,NA,NA
145257,AA Batteries (4-pack),1,3.84,NA,NA
145258,USB-C Charging Cable,1,11.95,NA,NA
145259,Bose SoundSport Headphones,1,99.99,NA,NA
145260,AAA Batteries (4-pack),1,2.99,NA,NA
145261,Bose SoundSport Headphones,1,99.99,NA,NA
145262,Wired Headphones,1,11.99,NA,NA
145263,USB-C Charging Cable,1,11.95,NA,NA
145264,Lightning Charging Cable,1,14.95,NA,NA
145265,Apple Airpods Headphones,1,150.0,NA,NA
145266,Lightning Charging Cable,1,14.95,NA,NA
145267,34in Ultrawide Monitor,1,379.99,NA,NA
145268,AA Batteries (4-pack),1,3.84,NA,NA
145269,AAA Batteries (4-pack),1,2.99,NA,NA
145270,27in 4K Gaming Monitor,1,389.99,NA,NA
145271,AA Batteries (4-pack),1,3.84,NA,NA
145272,AAA Batteries (4-pack),1,2.99,NA,NA
145273,LG Dryer,1,600.0,NA,NA
145274,Bose SoundSport Headphones,1,99.99,NA,NA
145275,Google Phone,1,600.0,NA,NA
145276,27in FHD Monitor,1,149.99,NA,NA
145277,AA Batteries (4-pack),1,3.84,NA,NA
145278,AAA Batteries (4-pack),1,2.99,NA,NA
145279,USB-C Charging Cable,1,11.95,NA,NA
145280,Wired Headphones,1,11.99,NA,NA
145281,AA Batteries (4-pack),1,3.84,NA,NA
145282,27in 4K Gaming Monitor,1,389.99,NA,NA
145283,Macbook Pro Laptop,1,1700.0,NA,NA
145284,AAA Batteries (4-pack),1,2.99,NA,NA
145285,Flatscreen TV,1,300.0,NA,NA
145286,AA Batteries (4-pack),1,3.84,NA,NA
145287,USB-C Charging Cable,1,11.95,NA,NA
145288,27in 4K Gaming Monitor,1,389.99,NA,NA
145289,iPhone,1,700.0,NA,NA
145290,AAA Batteries (4-pack),1,2.99,NA,NA
145291,Bose SoundSport Headphones,1,99.99,NA,NA
145292,AAA Batteries (4-pack),1,2.99,NA,NA
145293,AA Batteries (4-pack),1,3.84,NA,NA
145294,Wired Headphones,1,11.99,NA,NA
145295,Wired Headphones,1,11.99,NA,NA
145296,ThinkPad Laptop,1,999.99,NA,NA
145297,Apple Airpods Headphones,1,150.0,NA,NA
145298,iPhone,1,700.0,NA,NA
145299,Wired Headphones,1,11.99,NA,NA
145300,Apple Airpods Headphones,1,150.0,NA,NA
145301,AA Batteries (4-pack),1,3.84,NA,NA
145302,Lightning Charging Cable,1,14.95,NA,NA
145303,Bose SoundSport Headphones,1,99.99,NA,NA
145304,AAA Batteries (4-pack),1,2.99,NA,NA
145305,ThinkPad Laptop,1,999.99,NA,NA
145306,AA Batteries (4-pack),1,3.84,NA,NA
145307,Macbook Pro Laptop,1,1700.0,NA,NA
145308,Apple Airpods Headphones,1,150.0,NA,NA
145309,27in FHD Monitor,1,149.99,NA,NA
145310,Lightning Charging Cable,1,14.95,NA,NA
145311,Wired Headphones,1,11.99,NA,NA
145312,Wired Headphones,1,11.99,NA,NA
145313,Apple Airpods Headphones,1,150.0,NA,NA
145314,Apple Airpods Headphones,1,150.0,NA,NA
145315,34in Ultrawide Monitor,1,379.99,NA,NA
145316,27in 4K Gaming Monitor,1,389.99,NA,NA
145317,AAA Batteries (4-pack),1,2.99,NA,NA
145318,34in Ultrawide Monitor,1,379.99,NA,NA
145319,Wired Headphones,1,11.99,NA,NA
145320,AA Batteries (4-pack),1,3.84,NA,NA
145321,Bose SoundSport Headphones,1,99.99,NA,NA
145322,Lightning Charging Cable,1,14.95,NA,NA
145323,Bose SoundSport Headphones,1,99.99,NA,NA
145324,USB-C Charging Cable,1,11.95,NA,NA
145325,Lightning Charging Cable,1,14.95,NA,NA
145326,Lightning Charging Cable,1,14.95,NA,NA
145327,Lightning Charging Cable,1,14.95,NA,NA
145328,AAA Batteries (4-pack),1,2.99,NA,NA
145329,USB-C Charging Cable,1,11.95,NA,NA
145330,27in 4K Gaming Monitor,1,389.99,NA,NA
145331,iPhone,1,700.0,NA,NA
145332,AAA Batteries (4-pack),1,2.99,NA,NA
145333,Lightning Charging Cable,1,14.95,NA,NA
145334,Lightning Charging Cable,1,14.95,NA,NA
145335,Flatscreen TV,1,300.0,NA,NA
145336,USB-C Charging Cable,1,11.95,NA,NA
145337,Apple Airpods Headphones,1,150.0,NA,NA
145338,Bose SoundSport Headphones,1,99.99,NA,NA
145339,USB-C Charging Cable,1,11.95,NA,NA
145340,USB-C Charging Cable,1,11.95,NA,NA
145341,AAA Batteries (4-pack),1,2.99,NA,NA
145342,27in 4K Gaming Monitor,1,389.99,NA,NA
145343,Apple Airpods Headphones,1,150.0,NA,NA
145344,Flatscreen TV,1,300.0,NA,NA
145345,AA Batteries (4-pack),1,3.84,NA,NA
145346,Lightning Charging Cable,1,14.95,NA,NA
145347,Lightning Charging Cable,1,14.95,NA,NA
145348,AAA Batteries (4-pack),1,2.99,NA,NA
145349,Google Phone,1,600.0,NA,NA
145350,34in Ultrawide Monitor,1,379.99,NA,NA
145351,34in Ultrawide Monitor,1,379.99,NA,NA
145352,Flatscreen TV,1,300.0,NA,NA
145353,USB-C Charging Cable,1,11.95,NA,NA
145354,USB-C Charging Cable,1,11.95,NA,NA
145355,AA Batteries (4-pack),1,3.84,NA,NA
145356,Vareebadd Phone,1,400.0,NA,NA
145357,Lightning Charging Cable,1,14.95,NA,NA
145358,Bose SoundSport Headphones,1,99.99,NA,NA
145359,Macbook Pro Laptop,1,1700.0,NA,NA
145360,iPhone,1,700.0,NA,NA
145361,Lightning Charging Cable,1,14.95,NA,NA
145362,AA Batteries (4-pack),1,3.84,NA,NA
145363,USB-C Charging Cable,1,11.95,NA,NA
145364,AAA Batteries (4-pack),1,2.99,NA,NA
145365,Apple Airpods Headphones,1,150.0,NA,NA
145366,Wired Headphones,1,11.99,NA,NA
145367,Bose SoundSport Headphones,1,99.99,NA,NA
145368,AAA Batteries (4-pack),1,2.99,NA,NA
145369,Apple Airpods Headphones,1,150.0,NA,NA
145370,Google Phone,1,600.0,NA,NA
145371,Lightning Charging Cable,1,14.95,NA,NA
145372,Bose SoundSport Headphones,1,99.99,NA,NA
145373,Apple Airpods Headphones,1,150.0,NA,NA
145374,USB-C Charging Cable,1,11.95,NA,NA
145375,Lightning Charging Cable,1,14.95,NA,NA
145376,AAA Batteries (4-pack),1,2.99,NA,NA
145377,Lightning Charging Cable,1,14.95,NA,NA
145378,USB-C Charging Cable,1,11.95,NA,NA
145379,20in Monitor,1,109.99,NA,NA
145380,AA Batteries (4-pack),1,3.84,NA,NA
145381,27in 4K Gaming Monitor,1,389.99,NA,NA
145382,USB-C Charging Cable,1,11.95,NA,NA
145383,AA Batteries (4-pack),1,3.84,NA,NA
145384,AA Batteries (4-pack),1,3.84,NA,NA
145385,AAA Batteries (4-pack),1,2.99,NA,NA
145386,Bose SoundSport Headphones,1,99.99,NA,NA
145387,Vareebadd Phone,1,400.0,NA,NA
145388,iPhone,1,700.0,NA,NA
145389,USB-C Charging Cable,1,11.95,NA,NA
145390,Wired Headphones,1,11.99,NA,NA
145391,AA Batteries (4-pack),1,3.84,NA,NA
145392,Lightning Charging Cable,1,14.95,NA,NA
145393,USB-C Charging Cable,1,11.95,NA,NA
145394,USB-C Charging Cable,1,11.95,NA,NA
145395,Wired Headphones,1,11.99,NA,NA
145396,27in FHD Monitor,1,149.99,NA,NA
145397,Wired Headphones,1,11.99,NA,NA
145398,Lightning Charging Cable,1,14.95,NA,NA
145399,AA Batteries (4-pack),1,3.84,NA,NA
145400,AA Batteries (4-pack),1,3.84,NA,NA
145401,27in 4K Gaming Monitor,1,389.99,NA,NA
145402,Wired Headphones,1,11.99,NA,NA
145403,AAA Batteries (4-pack),1,2.99,NA,NA
145404,AA Batteries (4-pack),1,3.84,NA,NA
145405,Lightning Charging Cable,1,14.95,NA,NA
145406,Wired Headphones,1,11.99,NA,NA
145407,USB-C Charging Cable,1,11.95,NA,NA
145408,Lightning Charging Cable,1,14.95,NA,NA
145409,Bose SoundSport Headphones,1,99.99,NA,NA
145410,Bose SoundSport Headphones,1,99.99,NA,NA
145411,27in FHD Monitor,1,149.99,NA,NA
145412,Macbook Pro Laptop,1,1700.0,NA,NA
145413,AA Batteries (4-pack),1,3.84,NA,NA
145414,iPhone,1,700.0,NA,NA
145415,AA Batteries (4-pack),1,3.84,NA,NA
145416,AAA Batteries (4-pack),1,2.99,NA,NA
145417,Apple Airpods Headphones,1,150.0,NA,NA
145418,Vareebadd Phone,1,400.0,NA,NA
145419,Apple Airpods Headphones,1,150.0,NA,NA
145420,AAA Batteries (4-pack),1,2.99,NA,NA
145421,Bose SoundSport Headphones,1,99.99,NA,NA
145422,USB-C Charging Cable,1,11.95,NA,NA
145423,Wired Headphones,1,11.99,NA,NA
145424,Google Phone,1,600.0,NA,NA
145425,Google Phone,1,600.0,NA,NA
145426,AA Batteries (4-pack),1,3.84,NA,NA
145427,Wired Headphones,1,11.99,NA,NA
145428,USB-C Charging Cable,1,11.95,NA,NA
145429,AAA Batteries (4-pack),1,2.99,NA,NA
145430,Lightning Charging Cable,1,14.95,NA,NA
145431,34in Ultrawide Monitor,1,379.99,NA,NA
145432,27in 4K Gaming Monitor,1,389.99,NA,NA
145433,Macbook Pro Laptop,1,1700.0,NA,NA
145434,AAA Batteries (4-pack),1,2.99,NA,NA
145435,AA Batteries (4-pack),1,3.84,NA,NA
145436,AAA Batteries (4-pack),1,2.99,NA,NA
145437,AA Batteries (4-pack),1,3.84,NA,NA
145438,USB-C Charging Cable,1,11.95,NA,NA
145439,Lightning Charging Cable,1,14.95,NA,NA
145440,AAA Batteries (4-pack),1,2.99,NA,NA
145441,AAA Batteries (4-pack),1,2.99,NA,NA
145442,Macbook Pro Laptop,1,1700.0,NA,NA
145443,Wired Headphones,1,11.99,NA,NA
145444,Lightning Charging Cable,1,14.95,NA,NA
145445,Apple Airpods Headphones,1,150.0,NA,NA
145446,27in FHD Monitor,1,149.99,NA,NA
145447,Wired Headphones,1,11.99,NA,NA
145448,AAA Batteries (4-pack),1,2.99,NA,NA
145449,Google Phone,1,600.0,NA,NA
145450,AAA Batteries (4-pack),1,2.99,NA,NA
145451,AA Batteries (4-pack),1,3.84,NA,NA
145452,Wired Headphones,1,11.99,NA,NA
145453,USB-C Charging Cable,1,11.95,NA,NA
145454,27in 4K Gaming Monitor,1,389.99,NA,NA
145455,20in Monitor,1,109.99,NA,NA
145456,Lightning Charging Cable,1,14.95,NA,NA
145457,Lightning Charging Cable,1,14.95,NA,NA
145458,Lightning Charging Cable,1,14.95,NA,NA
145459,USB-C Charging Cable,1,11.95,NA,NA
145460,AA Batteries (4-pack),1,3.84,NA,NA
145461,34in Ultrawide Monitor,1,379.99,NA,NA
145462,AA Batteries (4-pack),1,3.84,NA,NA
145463,AAA Batteries (4-pack),1,2.99,NA,NA
145464,AA Batteries (4-pack),1,3.84,NA,NA
145465,AA Batteries (4-pack),1,3.84,NA,NA
145466,USB-C Charging Cable,1,11.95,NA,NA
145467,34in Ultrawide Monitor,1,379.99,NA,NA
145468,27in FHD Monitor,1,149.99,NA,NA
145469,Flatscreen TV,1,300.0,NA,NA
145470,34in Ultrawide Monitor,1,379.99,NA,NA
145471,Lightning Charging Cable,1,14.95,NA,NA
145472,Wired Headphones,1,11.99,NA,NA
145473,AA Batteries (4-pack),1,3.84,NA,NA
145474,AA Batteries (4-pack),1,3.84,NA,NA
145475,Lightning Charging Cable,1,14.95,NA,NA
145476,Apple Airpods Headphones,1,150.0,NA,NA
145477,Lightning Charging Cable,1,14.95,NA,NA
145478,AA Batteries (4-pack),1,3.84,NA,NA
145479,Macbook Pro Laptop,1,1700.0,NA,NA
145480,27in 4K Gaming Monitor,1,389.99,NA,NA
145481,USB-C Charging Cable,1,11.95,NA,NA
145482,34in Ultrawide Monitor,1,379.99,NA,NA
145483,ThinkPad Laptop,1,999.99,NA,NA
145484,20in Monitor,1,109.99,NA,NA
145485,AAA Batteries (4-pack),1,2.99,NA,NA
145486,AAA Batteries (4-pack),1,2.99,NA,NA
145487,USB-C Charging Cable,1,11.95,NA,NA
145488,34in Ultrawide Monitor,1,379.99,NA,NA
145489,USB-C Charging Cable,1,11.95,NA,NA
145490,iPhone,1,700.0,NA,NA
145491,AAA Batteries (4-pack),1,2.99,NA,NA
145492,AA Batteries (4-pack),1,3.84,NA,NA
145493,AAA Batteries (4-pack),1,2.99,NA,NA
145494,Lightning Charging Cable,1,14.95,NA,NA
145495,Lightning Charging Cable,1,14.95,NA,NA
145496,AAA Batteries (4-pack),1,2.99,NA,NA
145497,27in FHD Monitor,1,149.99,NA,NA
145498,AA Batteries (4-pack),1,3.84,NA,NA
145499,Wired Headphones,1,11.99,NA,NA
145500,AAA Batteries (4-pack),1,2.99,NA,NA
145501,Wired Headphones,1,11.99,NA,NA
145502,USB-C Charging Cable,1,11.95,NA,NA
145503,Flatscreen TV,1,300.0,NA,NA
145504,AAA Batteries (4-pack),1,2.99,NA,NA
145505,20in Monitor,1,109.99,NA,NA
145506,AA Batteries (4-pack),1,3.84,NA,NA
145507,Lightning Charging Cable,1,14.95,NA,NA
145508,Lightning Charging Cable,1,14.95,NA,NA
145509,Wired Headphones,1,11.99,NA,NA
145510,34in Ultrawide Monitor,1,379.99,NA,NA
145511,27in FHD Monitor,1,149.99,NA,NA
145512,Lightning Charging Cable,1,14.95,NA,NA
145513,USB-C Charging Cable,1,11.95,NA,NA
145514,AA Batteries (4-pack),1,3.84,NA,NA
145515,AA Batteries (4-pack),1,3.84,NA,NA
145516,34in Ultrawide Monitor,1,379.99,NA,NA
145517,Wired Headphones,1,11.99,NA,NA
145518,Google Phone,1,600.0,NA,NA
145519,34in Ultrawide Monitor,1,379.99,NA,NA
145520,USB-C Charging Cable,1,11.95,NA,NA
145521,Lightning Charging Cable,1,14.95,NA,NA
145522,AA Batteries (4-pack),1,3.84,NA,NA
145523,Lightning Charging Cable,1,14.95,NA,NA
145524,Bose SoundSport Headphones,1,99.99,NA,NA
145525,AAA Batteries (4-pack),1,2.99,NA,NA
145526,Lightning Charging Cable,1,14.95,NA,NA
145527,Macbook Pro Laptop,1,1700.0,NA,NA
145528,Lightning Charging Cable,1,14.95,NA,NA
145529,AAA Batteries (4-pack),1,2.99,NA,NA
145530,USB-C Charging Cable,1,11.95,NA,NA
145531,USB-C Charging Cable,1,11.95,NA,NA
145532,AA Batteries (4-pack),1,3.84,NA,NA
145533,AAA Batteries (4-pack),1,2.99,NA,NA
145534,AAA Batteries (4-pack),1,2.99,NA,NA
145535,Bose SoundSport Headphones,1,99.99,NA,NA
145536,Bose SoundSport Headphones,1,99.99,NA,NA
145537,USB-C Charging Cable,1,11.95,NA,NA
145538,Apple Airpods Headphones,1,150.0,NA,NA
145539,27in FHD Monitor,1,149.99,NA,NA
145540,Wired Headphones,1,11.99,NA,NA
145541,Apple Airpods Headphones,1,150.0,NA,NA
145542,Macbook Pro Laptop,1,1700.0,NA,NA
145543,27in FHD Monitor,1,149.99,NA,NA
145544,Bose SoundSport Headphones,1,99.99,NA,NA
145545,Lightning Charging Cable,1,14.95,NA,NA
145546,Bose SoundSport Headphones,1,99.99,NA,NA
145547,AA Batteries (4-pack),1,3.84,NA,NA
145548,Apple Airpods Headphones,1,150.0,NA,NA
145549,Wired Headphones,1,11.99,NA,NA
145550,AA Batteries (4-pack),1,3.84,NA,NA
145551,AA Batteries (4-pack),1,3.84,NA,NA
145552,ThinkPad Laptop,1,999.99,NA,NA
145553,27in 4K Gaming Monitor,1,389.99,NA,NA
145554,iPhone,1,700.0,NA,NA
145555,Wired Headphones,1,11.99,NA,NA
145556,Vareebadd Phone,1,400.0,NA,NA
145557,34in Ultrawide Monitor,1,379.99,NA,NA
145558,Flatscreen TV,1,300.0,NA,NA
145559,Wired Headphones,1,11.99,NA,NA
145560,27in 4K Gaming Monitor,1,389.99,NA,NA
145561,AA Batteries (4-pack),1,3.84,NA,NA
145562,ThinkPad Laptop,1,999.99,NA,NA
145563,AAA Batteries (4-pack),1,2.99,NA,NA
145564,34in Ultrawide Monitor,1,379.99,NA,NA
145565,AA Batteries (4-pack),1,3.84,NA,NA
145566,AA Batteries (4-pack),1,3.84,NA,NA
145567,AA Batteries (4-pack),1,3.84,NA,NA
145568,USB-C Charging Cable,1,11.95,NA,NA
145569,LG Dryer,1,600.0,NA,NA
145570,AAA Batteries (4-pack),1,2.99,NA,NA
145571,AA Batteries (4-pack),1,3.84,NA,NA
145572,USB-C Charging Cable,1,11.95,NA,NA
145573,Wired Headphones,1,11.99,NA,NA
145574,Bose SoundSport Headphones,1,99.99,NA,NA
145575,Bose SoundSport Headphones,1,99.99,NA,NA
145576,ThinkPad Laptop,1,999.99,NA,NA
145577,USB-C Charging Cable,1,11.95,NA,NA
145578,Wired Headphones,1,11.99,NA,NA
145579,20in Monitor,1,109.99,NA,NA
145580,ThinkPad Laptop,1,999.99,NA,NA
145581,AAA Batteries (4-pack),1,2.99,NA,NA
145582,Bose SoundSport Headphones,1,99.99,NA,NA
145583,Bose SoundSport Headphones,1,99.99,NA,NA
145584,Wired Headphones,1,11.99,NA,NA
145585,USB-C Charging Cable,1,11.95,NA,NA
145586,Apple Airpods Headphones,1,150.0,NA,NA
145587,iPhone,1,700.0,NA,NA
145588,Wired Headphones,1,11.99,NA,NA
145589,Lightning Charging Cable,1,14.95,NA,NA
145590,Macbook Pro Laptop,1,1700.0,NA,NA
145591,34in Ultrawide Monitor,1,379.99,NA,NA
145592,27in FHD Monitor,1,149.99,NA,NA
145593,Apple Airpods Headphones,1,150.0,NA,NA
145594,Lightning Charging Cable,1,14.95,NA,NA
145595,Apple Airpods Headphones,1,150.0,NA,NA
145596,Flatscreen TV,1,300.0,NA,NA
145597,AAA Batteries (4-pack),1,2.99,NA,NA
145598,USB-C Charging Cable,1,11.95,NA,NA
145599,iPhone,1,700.0,NA,NA
145600,Lightning Charging Cable,1,14.95,NA,NA
145601,34in Ultrawide Monitor,1,379.99,NA,NA
145602,USB-C Charging Cable,1,11.95,NA,NA
145603,AAA Batteries (4-pack),1,2.99,NA,NA
145604,iPhone,1,700.0,NA,NA
145605,Lightning Charging Cable,1,14.95,NA,NA
145606,AA Batteries (4-pack),1,3.84,NA,NA
145607,AAA Batteries (4-pack),1,2.99,NA,NA
145608,Wired Headphones,1,11.99,NA,NA
145609,AA Batteries (4-pack),1,3.84,NA,NA
145610,Apple Airpods Headphones,1,150.0,NA,NA
145611,AA Batteries (4-pack),1,3.84,NA,NA
145612,USB-C Charging Cable,1,11.95,NA,NA
145613,Lightning Charging Cable,1,14.95,NA,NA
145614,Google Phone,1,600.0,NA,NA
145615,20in Monitor,1,109.99,NA,NA
145616,USB-C Charging Cable,1,11.95,NA,NA
145617,Wired Headphones,1,11.99,NA,NA
145618,LG Dryer,1,600.0,NA,NA
145619,20in Monitor,1,109.99,NA,NA
145620,Bose SoundSport Headphones,1,99.99,NA,NA
145621,Vareebadd Phone,1,400.0,NA,NA
145622,27in FHD Monitor,1,149.99,NA,NA
145623,Wired Headphones,1,11.99,NA,NA
145624,20in Monitor,1,109.99,NA,NA
145625,20in Monitor,1,109.99,NA,NA
145626,Wired Headphones,1,11.99,NA,NA
145627,AAA Batteries (4-pack),1,2.99,NA,NA
145628,Bose SoundSport Headphones,1,99.99,NA,NA
145629,Macbook Pro Laptop,1,1700.0,NA,NA
145630,AAA Batteries (4-pack),1,2.99,NA,NA
145631,27in 4K Gaming Monitor,1,389.99,NA,NA
145632,27in 4K Gaming Monitor,1,389.99,NA,NA
145633,AA Batteries (4-pack),1,3.84,NA,NA
145634,Lightning Charging Cable,1,14.95,NA,NA
145635,AA Batteries (4-pack),1,3.84,NA,NA
145636,Bose SoundSport Headphones,1,99.99,NA,NA
145637,Apple Airpods Headphones,1,150.0,NA,NA
145638,ThinkPad Laptop,1,999.99,NA,NA
145639,Lightning Charging Cable,1,14.95,NA,NA
145640,Lightning Charging Cable,1,14.95,NA,NA
145641,Apple Airpods Headphones,1,150.0,NA,NA
145642,27in FHD Monitor,1,149.99,NA,NA
145643,Lightning Charging Cable,1,14.95,NA,NA
145644,Bose SoundSport Headphones,1,99.99,NA,NA
145645,34in Ultrawide Monitor,1,379.99,NA,NA
145646,34in Ultrawide Monitor,1,379.99,NA,NA
145647,Lightning Charging Cable,1,14.95,NA,NA
145648,AAA Batteries (4-pack),1,2.99,NA,NA
145649,USB-C Charging Cable,1,11.95,NA,NA
145650,Bose SoundSport Headphones,1,99.99,NA,NA
145651,AAA Batteries (4-pack),1,2.99,NA,NA
145652,Wired Headphones,1,11.99,NA,NA
145653,34in Ultrawide Monitor,1,379.99,NA,NA
145654,USB-C Charging Cable,1,11.95,NA,NA
145655,Lightning Charging Cable,1,14.95,NA,NA
145656,Wired Headphones,1,11.99,NA,NA
145657,Bose SoundSport Headphones,1,99.99,NA,NA
145658,AAA Batteries (4-pack),1,2.99,NA,NA
145659,AA Batteries (4-pack),1,3.84,NA,NA
145660,Apple Airpods Headphones,1,150.0,NA,NA
145661,34in Ultrawide Monitor,1,379.99,NA,NA
145662,Bose SoundSport Headphones,1,99.99,NA,NA
145663,20in Monitor,1,109.99,NA,NA
145664,USB-C Charging Cable,1,11.95,NA,NA
145665,Bose SoundSport Headphones,1,99.99,NA,NA
